"","X","X1a","X1b","X1c","X1d","X1e","X2a","X2b","X2c","X2d","X2e","X3a","X3b","X3c","X3d","X3e","X4a","X4b","X4c","X4d","X4e","X5a","X5b","X5c","X5d","X5e","X6a","X6b","X6c","X6d","X6e","X7a","X7b","X7c","X7d","X7e","X8a","X8b","X8c","X8d","X8e","X9a","X9b","X9c","X9d","X9e","X10a","X10b","X10c","X10d","X10e","X11.1","X11.2","X11.3","X11.4","X11.5","X11.6","X11.7","X11.8","X11.9","X11.10","X12","X13","X14","Area","Utbildningsnivå","Sysselsättning","Tid.i.UppVäs","Ålder","Kön"
"75",75,7,4,11,11,11,10,4,9,3,11,4,5,4,11,11,9,11,5,9,11,10,8,11,10,10,10,5,11,11,9,9,11,9,11,11,11,11,11,11,7,11,11,10,6,6,9,9,9,11,11,8,11,8,9,9,12,12,12,13,9,3,3,3,"Södra Bollstanäs","Annan eftergymnasial utbildning","Tjänstledig eller föräldraledig","10 år eller mer","45-54","Kvinna"
"76",76,10,7,4,11,11,11,10,10,9,3,3,10,3,10,3,10,8,3,10,6,9,8,4,9,11,11,9,11,9,10,9,9,11,9,11,11,9,9,8,10,10,8,9,4,6,8,8,6,7,7,2,1,1,2,1,2,3,3,2,1,6,7,6,"Runby","Annan eftergymnasial utbildning","Pensionär","10 år eller mer","65+","Kvinna"
"77",77,6,6,9,6,6,6,9,6,4,10,5,9,6,4,9,8,8,5,8,9,8,8,8,8,6,8,8,8,9,9,8,8,9,8,8,8,8,6,9,8,8,8,8,6,8,8,8,6,8,8,2,3,2,6,4,7,9,8,5,3,0,0,5,"Hasselbacken","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"78",78,6,8,14,11,9,14,14,9,3,2,4,10,6,6,10,14,10,6,14,14,14,11,14,6,14,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,8,0,14,14,5,11,10,9,1,14,1,7,9,14,14,14,8,11,6,0,2,"Kavallerigatan/Vilundaparken","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","15-24","Man"
"79",79,14,8,0,8,14,14,14,0,0,0,8,8,5,5,12,9,10,10,11,11,10,9,13,4,13,0,14,13,14,13,10,9,11,13,14,13,12,13,14,14,12,14,14,12,14,8,14,12,14,14,7,12,3,7,11,13,9,14,12,14,10,10,8,"Södra Bollstanäs","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"80",80,14,10,7,10,11,8,11,5,8,6,5,8,6,9,10,10,9,6,8,9,11,14,10,11,10,13,5,13,14,14,8,11,8,14,10,11,14,9,8,10,14,14,11,11,9,14,11,14,14,14,8,4,9,10,8,11,10,11,11,14,10,2,3,"Prästgårdsmarken","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Annat/inget kön"
"81",81,11,7,11,7,7,12,12,7,7,7,11,7,8,6,8,10,10,7,10,7,7,7,7,7,7,9,8,8,10,10,8,11,11,11,11,11,12,11,6,10,10,8,8,11,6,10,9,11,11,9,1,1,2,9,4,12,13,13,5,8,7,5,5,"Brunnby/Vik","Högskola/universitet","Pensionär","10 år eller mer","65+","Kvinna"
"82",82,12,3,3,4,12,12,4,11,11,3,5,5,10,11,11,4,4,4,11,11,4,4,11,11,11,11,11,11,11,11,11,11,11,4,4,12,12,8,7,7,11,11,11,3,3,11,12,11,11,11,2,0,0,0,0,0,0,0,0,0,6,5,5,"Odenslunda","Grundskola eller motsvarande obligatorisk skola","Pensionär","10 år eller mer","65+","Man"
"83",83,14,14,14,14,14,14,14,14,14,7,14,14,14,14,14,9,9,9,9,9,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,5,5,5,"Runby","Grundskola eller motsvarande obligatorisk skola","Övrigt","10 år eller mer","15-24","Man"
"84",84,8,8,6,8,5,9,7,8,4,8,7,7,8,7,14,8,7,10,10,10,11,14,5,0,0,9,8,6,12,12,8,7,12,7,9,9,10,8,7,7,8,11,11,1,10,8,8,6,1,8,3,9,3,4,11,8,8,8,7,2,4,4,5,"Prästgårdsmarken","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","25-34","Man"
"85",85,14,0,7,14,7,14,14,7,2,14,6,0,0,14,14,14,14,14,14,7,14,7,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,7,7,7,14,14,14,0,7,7,7,14,14,14,8,14,12,14,14,14,10,14,14,6,2,5,5,"Runby Backar/Lövsta","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","15-24","Man"
"86",86,2,4,3,10,11,11,8,8,9,5,5,5,5,9,12,9,10,8,11,10,12,8,10,8,13,1,10,9,11,14,10,10,12,13,14,10,11,12,13,12,10,13,12,3,9,8,9,10,13,14,11,8,11,7,9,13,9,12,9,9,3,7,2,"Njursta","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","5-9 år","55-64","Man"
"87",87,14,8,14,14,8,14,14,7,14,7,3,3,11,11,11,14,14,7,14,7,7,7,7,7,14,14,7,14,14,14,7,14,14,14,14,14,14,14,7,7,14,14,12,7,7,14,14,14,14,14,4,8,3,9,7,13,14,14,7,14,5,5,0,"Vilunda/Korpkulla","Högskola/universitet","Pensionär","10 år eller mer","65+","Kvinna"
"88",88,9,8,6,8,7,11,11,7,7,7,9,6,4,8,8,8,9,10,7,7,7,12,7,7,7,11,8,8,14,12,12,8,14,7,13,14,14,13,9,8,14,10,8,8,7,8,8,9,9,14,2,4,1,8,1,10,10,10,14,11,7,5,5,"Brunnby/Vik","Gymnasium, folkhögskola eller motsvarande","Student","10 år eller mer","15-24","Kvinna"
"89",89,14,14,3,14,9,11,11,0,3,0,0,0,5,14,14,7,14,14,10,14,9,9,9,9,9,10,10,12,12,12,8,9,10,9,9,8,9,10,9,6,8,8,7,7,7,14,14,14,14,14,12,1,1,13,13,13,12,13,12,14,10,10,1,"Prästgårdsmarken","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"90",90,4,7,7,7,7,7,7,7,7,7,4,7,7,7,7,4,7,7,7,7,7,7,7,7,7,2,7,7,7,7,3,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,0,0,0,0,0,5,5,5,"Fresta glesbygd","Högskola/universitet","Pensionär","10 år eller mer","65+","Kvinna"
"91",91,12,7,3,10,8,13,12,4,9,2,11,10,9,8,4,11,8,13,14,9,10,4,6,2,8,14,3,8,10,6,13,6,14,4,9,14,12,11,3,8,14,14,14,8,6,5,14,8,13,9,8,10,3,14,2,4,5,1,13,11,10,3,2,"Ekebo","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","0-4 år","25-34","Kvinna"
"92",92,14,14,14,14,14,14,14,14,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,9,14,9,14,14,14,14,14,14,10,14,14,14,0,14,7,11,11,14,13,14,14,14,14,14,14,14,14,14,14,5,5,5,"Carlslund/Brunnby Park","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","5-9 år","25-34","Man"
"93",93,14,4,4,10,7,10,8,8,8,5,3,4,6,6,12,7,7,7,7,7,7,7,7,7,7,11,8,11,11,11,9,9,7,9,14,14,12,12,8,8,9,8,10,8,5,11,11,11,11,11,1,1,1,3,1,9,7,9,1,5,10,5,2,"Sjukyrkoberget","Högskola/universitet","Pensionär","10 år eller mer","65+","Kvinna"
"94",94,10,8,9,7,7,12,12,8,6,9,9,9,8,10,10,8,10,8,9,7,14,12,11,9,10,9,14,8,13,14,9,14,10,13,9,9,14,14,12,9,14,14,14,6,7,8,11,10,7,14,2,3,3,7,1,10,10,10,10,9,0,0,1,"Norra Bollstanäs","Gymnasium, folkhögskola eller motsvarande","Egen företagare","10 år eller mer","55-64","Man"
"95",95,10,8,9,11,11,11,9,11,7,7,8,10,9,10,11,11,8,8,8,11,9,8,10,7,7,10,10,10,11,11,10,11,12,11,9,9,11,11,12,11,11,11,9,7,7,8,12,9,10,11,1,1,1,3,2,4,6,7,7,4,8,5,2,"Skälby","Annan eftergymnasial utbildning","Pensionär","10 år eller mer","65+","Vill ej uppge"
"96",96,10,12,14,11,13,14,14,14,8,6,8,9,6,10,13,8,14,6,11,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,14,14,4,7,14,14,14,14,14,11,9,8,13,14,14,14,14,14,11,10,8,1,"Vilunda/Korpkulla","Inte gått ut grundskola eller motsvarande obligatorisk skola","Student","0-4 år","25-34","Kvinna"
"97",97,14,5,9,9,9,11,6,12,10,0,6,8,10,11,14,11,8,11,4,7,6,9,1,4,3,14,2,9,14,14,11,11,14,0,8,11,11,11,11,14,14,14,14,11,0,11,12,11,9,14,11,3,6,11,6,12,14,12,14,6,10,9,6,"Vilunda/Korpkulla","Annan eftergymnasial utbildning","Har sjuk- eller aktivitetsersättning","10 år eller mer","45-54","Man"
"98",98,9,6,10,7,7,4,6,6,11,14,6,8,8,6,8,13,6,10,5,10,6,4,8,8,3,10,6,8,13,13,5,5,12,12,6,5,14,11,6,11,12,13,8,4,7,0,2,0,5,14,8,1,2,10,3,14,11,14,13,0,5,3,3,"Norra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"99",99,11,11,3,11,9,10,10,10,11,11,4,5,8,6,11,6,11,13,8,10,9,8,6,10,11,9,8,11,11,11,8,10,10,11,9,11,11,11,11,11,11,11,10,8,8,9,9,10,11,11,7,9,9,8,11,8,11,11,11,8,7,5,3,"Norra Bollstanäs","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Kvinna"
"100",100,9,10,10,9,10,9,9,9,7,9,8,4,4,8,10,9,9,5,9,9,9,6,8,10,7,6,9,9,9,9,13,9,13,8,8,12,13,11,6,7,13,14,12,6,6,7,7,7,7,7,9,0,6,11,8,9,14,10,14,5,9,8,5,"Kavallerigatan/Vilundaparken","Högskola/universitet","Har sjuk- eller aktivitetsersättning","5-9 år","55-64","Kvinna"
"101",101,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Kvinna"
"102",102,5,5,10,9,7,4,9,10,0,12,1,0,3,2,9,9,9,2,0,12,0,8,4,6,0,7,7,7,7,7,10,9,10,4,4,5,13,12,1,14,10,5,6,0,7,0,0,0,0,10,0,0,0,0,0,14,7,12,0,0,0,0,5,"Södra Prästgårdsmarken","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","25-34","Man"
"103",103,8,8,8,8,8,9,8,8,6,8,8,9,9,10,9,9,9,6,8,10,10,10,10,10,10,8,8,8,8,8,9,8,9,8,9,8,8,8,8,8,9,10,9,6,8,8,9,9,10,10,4,5,4,6,7,3,3,3,5,7,2,3,8,"Runby Backar/Lövsta","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","0-4 år","45-54","Man"
"104",104,13,10,2,10,8,11,11,7,7,3,7,2,9,5,10,10,10,7,7,10,10,7,9,8,7,14,7,14,11,11,14,14,14,14,14,14,11,12,7,7,14,14,14,7,7,9,9,10,10,14,13,9,7,12,8,14,14,14,14,11,10,10,5,"Runby","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"105",105,14,0,12,14,12,14,14,14,7,10,10,7,10,14,14,7,9,14,10,8,14,14,13,12,11,14,14,13,11,9,12,14,14,14,14,11,12,14,9,6,12,14,13,7,7,13,5,10,14,7,6,12,5,8,9,13,11,14,14,7,4,2,3,"Frestaby","Gymnasium, folkhögskola eller motsvarande","Student","10 år eller mer","15-24","Kvinna"
"106",106,14,10,7,11,9,10,12,5,8,6,9,10,7,8,11,8,9,11,10,11,9,7,7,11,13,11,9,10,12,8,9,8,10,11,12,11,12,10,8,7,11,10,9,6,7,9,12,10,11,8,11,6,11,8,10,13,13,13,14,4,10,4,7,"Runby","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"107",107,7,6,13,13,6,11,11,7,7,7,6,3,4,6,13,5,6,10,9,11,10,11,10,10,10,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,13,12,12,11,5,10,10,10,10,10,5,11,5,4,7,13,13,13,13,7,7,4,7,"Södra Bollstanäs","Grundskola eller motsvarande obligatorisk skola","Pensionär","10 år eller mer","65+","Kvinna"
"108",108,12,8,12,12,7,12,12,7,12,7,13,7,7,7,7,6,14,11,6,14,7,7,7,7,7,14,7,14,14,11,10,10,13,10,10,14,14,11,14,7,13,11,14,7,10,10,5,10,14,10,0,0,0,0,0,0,0,0,0,0,5,2,9,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","0-4 år","15-24","Kvinna"
"109",109,6,8,6,9,7,8,8,8,10,4,8,8,8,6,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,8,8,8,8,8,8,9,8,7,7,9,8,8,9,6,7,7,7,7,7,1,4,1,2,2,1,1,1,2,0,10,4,6,"Holmen","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"110",110,11,3,3,10,10,11,10,3,9,3,3,11,10,3,10,3,11,11,10,10,11,11,11,4,4,11,11,11,11,11,7,11,9,9,11,11,11,11,11,11,11,11,7,10,7,7,10,7,11,11,5,9,5,10,9,9,11,12,11,6,9,2,2,"Runby Backar/Lövsta","Inte gått ut grundskola eller motsvarande obligatorisk skola","Pensionär","10 år eller mer","65+","Man"
"111",111,11,8,5,8,7,9,9,7,7,7,6,8,9,9,8,6,8,9,7,7,7,7,7,7,7,8,8,10,10,10,10,9,10,11,8,8,10,9,8,9,8,10,7,7,7,7,7,7,7,7,2,1,1,3,1,2,2,2,2,0,5,8,6,"Prästgårdsmarken","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","5-9 år","25-34","Kvinna"
"112",112,14,8,0,8,9,12,9,9,7,7,8,6,8,7,7,6,14,6,14,10,9,5,10,6,12,12,0,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,7,8,3,12,5,14,9,7,11,9,8,14,12,13,10,6,10,10,1,"Runby","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","25-34","Man"
"113",113,9,10,5,11,4,6,12,5,9,3,5,8,9,10,8,10,8,6,5,6,9,11,0,10,8,9,8,9,10,11,6,8,5,5,5,6,9,10,8,6,8,8,6,6,8,9,6,8,8,11,2,4,3,4,1,2,1,1,1,4,2,3,3,"Messingen/Optimus","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"114",114,10,11,14,12,8,13,14,10,5,10,9,10,8,8,14,12,13,8,8,14,9,6,8,7,7,14,9,14,14,12,8,13,10,13,12,11,14,14,9,14,11,10,14,11,14,8,12,11,11,14,5,14,2,1,4,13,7,13,12,11,1,4,0,"Smedby 2","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","15-24","Kvinna"
"115",115,12,11,10,11,9,14,14,7,7,7,7,7,7,7,7,12,14,7,7,7,12,4,12,8,12,14,10,14,14,14,7,7,7,7,7,14,14,14,8,14,14,14,7,7,7,14,14,13,13,12,3,14,6,13,14,14,14,14,11,14,9,5,9,"Södra Bollstanäs","Annan eftergymnasial utbildning","Pensionär","10 år eller mer","65+","Kvinna"
"116",116,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Smedby 2","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","15-24","Man"
"117",117,5,8,11,6,7,5,6,8,7,13,9,10,8,7,6,11,6,3,10,7,1,11,2,8,4,6,8,6,8,7,3,4,5,6,7,6,8,9,11,8,8,6,8,5,11,8,4,5,6,7,8,4,5,5,3,6,4,2,4,7,0,0,0,"Antuna /Älvsunda","Gymnasium, folkhögskola eller motsvarande","Egen företagare","10 år eller mer","45-54","Man"
"118",118,0,14,14,14,0,14,14,2,2,14,14,9,9,14,14,8,8,6,10,12,14,14,14,9,0,11,3,9,9,14,0,14,0,14,5,8,14,14,8,8,14,14,14,0,14,3,3,3,3,3,5,3,3,4,4,14,14,14,14,2,0,0,0,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","15-24","Man"
"119",119,14,12,13,11,14,13,14,9,12,2,14,0,13,8,12,6,13,10,8,14,9,11,6,10,14,11,9,12,14,14,11,12,8,13,14,14,13,11,12,10,6,8,14,5,10,11,8,12,13,14,9,5,6,8,7,12,11,13,10,14,10,9,9,"Södra Bollstanäs","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"120",120,4,8,11,7,7,8,8,9,0,14,6,8,8,14,7,10,10,10,14,8,6,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,8,10,6,7,7,7,7,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,"Folkparksområdet","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"121",121,9,6,4,8,9,4,8,6,6,5,5,4,6,9,10,5,5,9,10,7,9,6,10,8,11,10,9,11,8,12,11,10,12,13,14,10,12,13,11,10,13,14,12,11,5,12,11,10,13,14,4,7,5,10,6,12,13,13,13,7,9,2,1,"Vilunda/Korpkulla","Grundskola eller motsvarande obligatorisk skola","Pensionär","10 år eller mer","65+","Man"
"122",122,6,7,11,8,6,9,9,10,3,9,8,8,6,8,6,8,8,5,8,10,8,8,8,5,6,6,8,8,11,11,8,6,6,8,11,11,10,6,8,10,7,7,7,4,10,9,6,9,8,9,1,2,1,3,2,12,6,12,6,9,3,3,4,"Södra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"123",123,14,14,10,10,14,8,8,11,8,5,6,9,9,10,8,13,13,9,9,14,14,14,14,14,14,13,6,11,14,14,11,14,9,14,7,8,12,14,14,14,14,10,11,6,14,13,14,14,14,14,13,7,12,10,14,11,9,14,9,8,9,10,0,"Sigma/Apoteksskogen","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","15-24","Man"
"124",124,11,10,13,14,14,13,14,12,7,0,7,10,7,12,14,14,13,14,11,7,14,9,13,7,14,9,12,14,13,13,13,14,13,14,11,14,8,14,14,11,14,13,14,14,12,14,14,14,14,14,6,7,8,8,9,10,10,13,11,14,10,8,8,"Runby Backar/Lövsta","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","25-34","Kvinna"
"125",125,14,7,3,0,0,14,12,5,7,0,3,0,7,12,14,10,14,14,7,14,11,10,7,13,14,14,0,7,14,12,14,14,10,10,7,7,14,12,14,7,7,13,11,7,14,7,12,14,14,14,5,8,12,11,6,10,9,13,14,7,7,3,2,"Vilunda/Korpkulla","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","15-24","Man"
"126",126,14,7,5,8,9,9,9,9,4,4,8,4,8,8,10,8,6,8,8,8,11,11,8,8,7,8,9,9,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,10,14,14,8,14,5,2,5,10,9,12,14,14,14,2,10,9,7,"Vilunda/Korpkulla","Grundskola eller motsvarande obligatorisk skola","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"127",127,10,6,10,10,10,10,10,8,8,10,5,5,12,12,12,10,6,12,12,13,11,8,10,6,7,9,7,8,11,11,8,9,10,8,11,11,10,10,7,7,10,10,10,10,5,11,9,9,11,9,8,10,8,11,8,12,12,12,12,7,3,3,1,"Vilunda/Korpkulla","Högskola/universitet","Pensionär","10 år eller mer","65+","Man"
"128",128,11,7,10,9,6,10,10,5,8,8,6,8,3,7,11,9,6,5,4,6,9,8,4,4,5,9,6,7,11,11,7,7,10,10,8,8,11,10,9,7,10,5,11,4,9,5,9,4,8,10,9,3,5,7,5,12,9,12,12,3,8,4,1,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Övrigt","0-4 år","35-44","Kvinna"
"129",129,14,14,0,14,14,8,14,12,8,0,5,8,8,8,6,8,8,8,8,14,14,14,14,8,14,14,8,14,14,14,14,14,14,14,14,14,14,14,8,0,8,0,9,12,12,14,14,14,14,14,12,1,2,3,4,14,14,14,5,14,10,10,0,"Vilunda/Korpkulla","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","25-34","Man"
"130",130,7,8,11,7,7,7,7,7,7,7,8,8,8,8,11,11,8,8,8,8,11,7,7,7,7,8,8,11,7,7,9,11,8,7,7,8,9,11,7,7,8,8,11,7,7,8,8,8,8,11,4,5,5,5,4,8,7,7,12,11,8,4,7,"Sigma/Apoteksskogen","Högskola/universitet","Student","5-9 år","35-44","Kvinna"
"131",131,14,9,14,8,14,14,14,10,7,9,3,4,10,14,14,14,14,7,14,7,14,13,13,5,13,13,7,10,14,14,8,14,9,14,14,14,14,14,14,14,14,14,6,0,7,14,14,14,14,14,6,7,7,9,10,14,14,14,13,14,10,10,10,"Runby","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"132",132,7,8,8,8,9,8,8,8,5,8,6,6,8,6,9,9,9,6,6,9,9,9,9,7,8,8,6,8,11,11,7,11,9,14,10,8,9,12,9,13,8,10,10,10,8,8,9,6,10,11,1,5,2,6,6,8,5,8,8,2,3,4,7,"Runby","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"133",133,10,10,10,10,10,7,7,7,7,11,7,7,7,7,7,10,6,8,6,10,11,8,8,8,11,9,5,10,12,12,4,12,6,10,9,6,11,11,11,6,14,6,6,6,6,6,8,8,8,8,4,1,1,11,5,13,13,14,14,5,9,9,2,"Södra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"134",134,14,9,6,14,10,0,10,14,5,13,8,0,3,3,14,11,11,14,14,14,14,14,14,11,3,14,4,14,14,14,14,14,14,9,14,14,14,14,2,2,14,14,14,7,0,14,14,14,14,14,14,6,5,7,8,13,10,12,11,9,8,10,0,"Vilunda/Korpkulla","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","25-34","Man"
"135",135,7,7,7,7,7,9,7,7,7,7,4,9,4,8,8,7,11,9,9,7,8,8,8,8,8,4,10,10,10,10,10,9,11,8,11,9,10,10,8,9,14,8,11,5,6,8,12,11,10,13,8,3,6,10,5,11,11,11,10,7,10,0,0,"Carlslund/Brunnby Park","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","15-24","Kvinna"
"136",136,2,11,14,12,7,14,14,7,6,14,9,11,14,14,12,13,8,13,8,7,12,6,9,8,5,8,9,10,13,11,10,11,12,10,7,6,14,10,11,8,14,14,8,12,8,11,6,11,13,9,6,14,7,13,4,8,8,8,10,11,1,1,1,"Dragonvägen","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","45-54","Kvinna"
"137",137,14,12,0,8,10,12,7,10,0,2,0,9,14,14,14,8,8,9,10,1,14,0,14,2,5,11,12,14,14,14,8,9,10,11,14,8,14,9,6,7,14,13,9,12,8,12,13,14,11,14,13,2,3,4,1,11,10,12,9,14,10,5,0,"Vilunda/Korpkulla","Högskola/universitet","Förvärvsarbetande (anställd)","5-9 år","25-34","Man"
"138",138,8,8,8,9,7,8,8,5,4,8,6,6,6,8,7,8,8,4,8,7,8,5,6,9,8,8,4,6,9,7,6,8,8,8,10,10,8,8,6,7,9,8,8,6,5,8,9,8,5,7,3,1,1,2,1,1,1,3,3,2,4,5,6,"Carlslund/Brunnby Park","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"139",139,14,13,9,14,7,12,12,12,5,5,9,3,6,3,12,4,9,9,4,14,14,8,8,8,14,9,9,9,13,10,9,9,14,10,14,10,14,14,11,7,11,7,7,7,7,10,10,8,8,12,7,7,3,8,8,10,14,14,10,9,10,6,7,"Odenslunda","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"140",140,7,7,10,7,7,10,10,8,2,5,7,14,7,7,13,12,11,4,13,11,8,6,9,8,11,9,11,10,14,14,9,8,11,10,13,13,14,12,11,10,13,11,10,4,12,9,14,10,7,14,2,6,1,7,4,11,8,11,11,3,3,3,2,"Smedby 2","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","0-4 år","25-34","Man"
"141",141,8,6,9,7,7,13,11,10,4,13,9,11,5,9,11,4,8,7,6,12,8,6,8,11,9,9,9,11,7,7,7,9,8,11,7,7,8,10,11,9,8,7,7,5,10,7,7,7,7,7,5,13,10,12,9,14,14,14,8,6,3,3,5,"Sjukyrkoberget","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"142",142,6,8,7,7,7,12,7,7,7,7,10,7,7,7,7,13,5,7,7,7,12,7,7,7,7,10,6,7,7,7,9,12,7,7,7,10,7,7,7,7,13,13,7,7,7,5,6,7,7,7,7,8,11,0,0,0,0,0,0,0,7,9,8,"Brunnby/Vik","Gymnasium, folkhögskola eller motsvarande","Övrigt","0-4 år","15-24","Man"
"143",143,14,9,0,9,9,9,9,0,12,4,11,3,13,7,7,11,11,7,11,11,10,4,10,8,10,11,3,9,9,9,11,11,14,11,11,9,9,9,5,9,11,14,9,11,3,11,11,14,14,7,11,3,1,6,5,8,14,14,12,11,10,10,9,"Södra Prästgårdsmarken","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"144",144,11,11,8,9,9,14,7,7,7,7,8,6,8,7,7,2,11,4,5,6,6,14,8,7,7,9,5,14,14,12,14,8,14,13,14,14,14,14,10,14,14,14,14,5,7,14,14,14,14,14,1,1,1,1,1,12,13,13,13,0,6,7,7,"Hasselgatan","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"145",145,12,11,6,9,8,8,9,9,5,5,9,9,8,5,9,9,8,6,8,7,10,6,9,8,8,9,10,9,8,8,10,11,11,11,11,11,10,9,9,7,9,9,7,6,6,10,9,8,7,10,9,6,4,10,7,8,9,6,7,8,8,5,3,"Skälby","Högskola/universitet","Pensionär","10 år eller mer","65+","Kvinna"
"146",146,14,8,3,12,5,14,9,2,4,1,4,2,12,7,7,4,14,6,10,6,11,3,3,3,14,11,12,12,14,14,11,11,14,14,14,14,14,14,7,7,7,14,14,7,7,9,9,14,12,14,3,9,2,1,10,13,14,13,7,12,10,10,7,"Smedby 2","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","25-34","Kvinna"
